Enc. Variable 0,Enc. Variable 1,Enc. Variable 2,Enc. Variable 3,Enc. Variable 4,Enc. Variable 5,Enc. Variable 6,Enc. Variable 7,Enc. Variable 8,Enc. Variable 9,Enc. Variable 10,Enc. Variable 11,Enc. Variable 12,Enc. Variable 13,Enc. Variable 14,Enc. Variable 15
0.22154698,-0.23919463,0.30855128,-0.2340152,0.27232188,-0.3486609,0.60665494,-0.0008703843,-0.38499796,-0.24463162,0.16398168,0.07098132,0.3100001,-0.25821152,-0.33718494,-0.17741588
0.33449987,-0.31886786,0.2680757,-0.07529315,0.112059325,-0.37674004,0.38694474,0.07665104,-0.23478027,-0.266936,-0.04597193,0.20364775,0.19039086,-0.16817953,-0.3098293,-0.12819313
0.20529026,-0.24172172,0.49024954,-0.21781224,0.46788234,-0.09614955,1.027186,-0.17086935,-0.34832808,0.066250294,-0.07266357,-0.2398364,-0.13273996,-0.15073772,-0.33799103,-0.03680505
0.18066266,0.05925687,0.7193435,-0.6359557,0.19539638,0.23883544,0.8306807,-0.040222343,-0.028974392,0.2866494,0.0020416565,-0.43675256,0.02092112,0.044657115,-0.40579697,-0.33963957
0.29395524,-0.41322607,0.30029806,0.09908345,0.38368976,-0.34928054,0.28871062,0.1655051,-0.72464955,-0.28779286,0.100996606,-0.05675292,0.09633575,-0.017187512,-0.43747142,-0.092142075
0.21519825,-0.46297604,0.28365567,0.15995835,0.33698946,-0.45841932,0.15258397,0.21684237,-0.61093473,-0.3753778,0.10326127,-0.041964207,-0.0117446985,0.11966597,-0.4722587,-0.028913872
0.26587957,-0.20807716,0.43384734,-0.1386054,0.38462925,-0.25906348,0.57445174,-0.09886624,-0.16055845,-0.06346199,0.040882923,-0.08793303,0.089568235,-0.16513693,-0.20146193,-0.14778267
0.10986288,-0.046777077,0.28213382,-0.103609264,0.5534205,0.046293758,0.7483038,0.087486744,-0.15123703,-0.039394587,0.22469896,-0.15256736,-0.02513885,-0.4574116,0.1462208,-0.27384853
0.33049712,-0.2828583,0.45925713,-0.31748945,0.2836599,-0.38947988,0.7908098,-0.26906928,-0.043891497,-0.052481625,-0.113401346,0.22148462,0.13846909,-0.10699127,-0.34197268,-0.12324971
0.21474186,-0.28421178,0.3135331,-0.58840084,0.48345944,-0.3047287,1.2293841,-0.58397204,-0.29609174,0.28270248,0.0042197555,-0.19155157,0.21834232,0.06166212,-0.3619221,0.12110114
-0.010145165,-0.0977764,0.08737743,0.14461513,0.80315226,0.124287665,0.48898923,0.45028377,0.3648207,-0.40345928,0.06524046,-0.6143045,0.046153024,-0.2643874,-0.6914315,-0.32564804
0.12991299,-0.025506303,0.3368327,-0.1991348,0.7934186,0.2801348,0.40254563,0.43229744,-0.58718663,-0.17853586,0.54773706,-0.45030397,-0.07196656,-0.03443562,-0.59945357,-0.45162874
0.2871237,-0.113356546,0.39449158,-0.24368848,0.3753923,-0.06824128,0.8080686,0.028587919,-0.15196691,0.07653247,0.07841582,-0.10533875,0.16232736,-0.3246563,0.12181418,-0.16954798
0.25034648,-0.51111466,0.36625928,-0.46859106,0.23662086,-0.22964399,0.78306043,-0.13963963,-0.4181313,0.03830386,-0.048564997,0.019584104,0.17267294,0.07923763,-0.6551883,-0.24417919
0.43347284,-0.38354516,0.43555695,-0.17138544,0.35367754,-0.20012955,0.74122745,-0.022058059,-0.4776389,-0.12720376,-0.0111555755,-0.00039885938,0.15457562,-0.052434903,-0.5031323,-0.090303175
0.15764451,-0.16768159,0.27735335,-0.31709182,0.6305465,-0.15059192,0.77001613,0.18083309,-0.5359319,0.029529817,0.20203155,-0.40683234,0.23970237,0.27183256,-0.5827662,-0.37589133
0.15267374,-0.14260305,0.37054563,-0.2806568,0.48201764,0.03490761,0.40905884,0.3903034,-0.17314562,0.23950055,0.28028688,-0.42652035,0.114318796,-0.4173137,0.13555917,-0.012109222
0.436172,-0.39798668,0.51492244,-0.7482686,0.22669469,-0.31271768,0.9114155,-0.5321627,-0.3333487,0.28809422,-0.002906151,-0.11431596,0.2465446,0.083746,-0.7502992,0.09875925
0.14187728,-0.06345701,0.3198735,-0.25798714,0.5327511,0.10958709,0.9706289,-0.03228868,-0.27545226,-0.026750758,0.40758982,-0.29182535,0.08977833,-0.42559236,0.048832092,-0.24479564
0.26669952,0.04572247,0.38855034,-0.32852304,0.39544785,0.09612617,0.76626134,-0.07802343,-0.19549751,0.009292349,0.44341195,-0.25239107,0.19651157,-0.5971365,-0.25943667,-0.12249754
0.23802203,-0.06128338,0.22690251,-0.16138914,0.69488275,0.18002559,0.5935889,0.23976652,-0.6432123,-0.26084483,0.45358202,-0.43418205,0.08471894,-0.047630887,-0.532946,-0.3284892
0.37265807,-0.17481707,0.37497556,-0.35237628,0.48935688,0.13378684,0.85195696,-0.16298454,-0.4101634,-0.065875,0.29200873,-0.4808439,0.25420788,-0.38461798,-0.5480829,0.15244165
0.1503966,-0.055181906,0.37429726,-0.30698594,0.64735025,0.06812171,0.36046612,0.29247743,-0.46840593,0.06588136,0.4743679,-0.43331844,0.10541345,-0.10539753,-0.3041842,-0.36595723
0.09302598,-0.07632889,0.12080344,-0.4014708,0.4009531,0.15733592,1.1258421,-0.16698115,-0.533967,0.0770822,0.40716085,-0.38412762,0.116995215,-0.2630112,-0.24988417,-0.21913645
0.4918243,-0.24030456,0.44777164,-0.48805192,0.112059556,-0.54057866,0.8360304,-0.41312933,-0.06434899,0.17370564,-0.31753573,0.109617084,0.11915121,0.032070473,-0.4778845,-0.025733698
0.059359916,-0.26096088,0.22489643,0.05286564,0.5536981,-0.24898514,0.033412445,0.31561017,-0.5919846,-0.19542056,0.3526946,-0.6565311,0.38607773,0.09775712,-0.5364492,0.06301811
0.18403365,-0.2273004,0.3727518,0.04482565,0.39814264,-0.13154452,0.27471715,0.37499276,-0.35046476,-0.09434486,0.040095955,-0.146883,-0.096334524,-0.06648872,0.009600146,-0.17501001
0.36382705,-0.22184682,0.38169917,-0.40416148,0.13692628,-0.69691426,0.62499344,-0.20682736,-0.1313323,0.10086751,-0.33979046,0.13316353,0.12727462,0.20266868,-0.43072832,-0.042430818
0.31716302,-0.1925981,0.4308719,-0.52910006,0.32219142,-0.3742367,1.2485178,-0.6609088,0.11095515,0.040692687,-0.028015649,-0.16954802,0.35576156,-0.023801304,-0.21298638,0.18766253
0.24031562,-0.2961198,0.39722928,-0.11621191,0.3720901,0.038488336,0.8365733,-0.060573947,-0.2870981,-0.042889424,0.22858948,-0.15515533,-0.10661068,-0.3762439,-0.486792,-0.16907823
0.32969332,-0.31092107,0.3601199,-0.5305697,0.3741748,-0.1100378,0.5244077,-0.16359143,-0.34315506,0.07790111,0.21399614,-0.11192295,0.31261522,-0.26800746,-0.5657226,-0.041199815
0.26782015,-0.18926004,0.3196942,-0.4810988,0.26741347,-0.04766038,1.0131958,-0.3086039,-0.24378115,-0.053127218,0.19849923,-0.21160312,0.40088397,-0.1037035,-0.4919647,-0.19968978
0.19602984,-0.19280419,0.15236214,-0.11654788,0.21423768,-0.20218359,0.23755051,0.27719855,-0.16749026,-0.14439249,0.09572408,-0.02662355,0.25167584,-0.3225218,0.01662293,-0.015886147
0.42083368,-0.24040645,0.3694736,-0.48404402,0.539086,-0.30081034,0.9587454,-0.35657278,-0.57793105,0.023887321,0.19163978,-0.24634568,0.34809962,-0.092287995,-0.4442329,0.20792292
-0.14202476,0.15324897,0.5560193,0.26833135,-0.08550327,0.017499521,0.89121497,0.10295351,0.594724,-0.28998148,-0.73406637,-0.23621331,-0.3756203,-0.252846,-0.27354884,-0.44329557
0.19130158,-0.27454883,0.3847048,0.030117407,0.23239638,-0.38829964,0.44162193,-0.17065671,0.07888557,-0.16435456,-0.16707811,0.03624288,0.08231361,-0.2880844,-0.13757268,-0.0784743
0.3331626,-0.3593728,0.4322179,0.0156088695,0.0101254545,-0.3981787,0.50195456,-0.18132865,-0.084129095,-0.19897667,-0.30812815,0.33763117,0.03683517,-0.28901806,-0.29213205,-0.042822313
0.346054,-0.40930235,0.22934487,-0.49321115,0.2573702,-0.30211496,1.0846621,-0.49306747,-0.15349175,-0.020644154,-0.20071444,0.2474211,0.33185253,0.01620861,-0.45883524,-0.13278648
0.19366421,-0.43995726,0.14790499,-0.013661638,0.15593964,-0.27167732,0.07716297,0.27846342,-0.6359091,-0.2708436,0.13322425,-0.035897292,0.16783096,-0.17708774,-0.30649182,0.07027173
0.24248597,-0.25567013,0.41607863,-0.026743561,0.3937309,-0.15793747,0.3367612,0.27105507,-0.38082328,-0.1374131,0.046736546,-0.062076118,0.038926944,-0.1373999,-0.12538965,-0.22324929
0.171624,0.012827959,0.22691905,-0.06275468,0.58411604,0.3792526,0.30049694,0.35306892,-0.16926187,-0.30698943,0.5005572,-0.7056033,-0.11044543,-0.39460018,-0.72205013,-0.39284757
0.31471655,-0.21673259,0.5907187,-0.43741015,0.27907956,0.1825482,1.0433364,-0.35808608,-0.3867304,0.3006407,0.1810843,-0.5349399,-0.028006034,-0.26450142,-0.50627834,0.091104485
0.2636756,-0.36198896,0.34682733,0.0076134205,0.2096422,-0.27923357,0.2857532,0.14304143,-0.34088048,-0.12933476,-0.076188594,0.07211599,0.09806677,-0.16359596,-0.1142983,-0.08643511
0.16125998,-0.22213045,0.68779415,-0.94076,0.37274072,0.09549238,1.0912001,-0.8862209,0.40963927,0.11600241,-0.031834338,-0.5377765,0.12269548,0.27163407,-0.3925409,-0.21034142
-0.075765274,-0.0834679,0.47149613,-0.4147504,0.3242101,0.18870337,1.140762,-0.41510865,0.08121486,0.0880017,0.015325382,-0.7135097,-0.0585503,-0.091018476,-0.54771674,-0.048626352
0.2171275,0.030950464,0.5767839,-0.47536203,0.27028537,0.12856393,0.86147195,-0.24010174,-0.007263627,0.097971216,0.09829921,-0.20612104,0.0969267,-0.31248176,-0.3328538,-0.27110633
0.31871864,-0.21313709,0.41004282,-0.10863622,0.39084464,-0.19225807,0.6419937,-0.12527111,-0.20696376,-0.16465612,0.16075015,-0.09679408,0.2854235,-0.28610373,-0.25063455,-0.16021904
0.2155194,-0.25229895,0.4424041,-0.18777892,0.38712743,-0.15389015,0.6552554,-0.11314738,-0.24968158,-0.067912884,0.21628603,-0.12699077,0.14309934,-0.45494446,-0.12415883,-0.076715685
-0.46687582,-0.7013652,0.040521786,0.11929685,-0.32142088,0.1068666,-0.44924027,0.5597318,-0.11835428,-0.34283936,-0.34141687,-0.17371792,-0.085181445,0.25167596,0.35479373,-0.30540058
-0.16883248,-0.74355876,0.027156353,0.073926836,-0.46048695,-0.0518976,-0.24512571,0.5487362,0.140728,-0.5974395,-0.55780953,-0.15990321,0.05267159,0.32544622,0.3428861,0.12235737
-0.42150107,-0.57467484,-0.16630971,-0.029266775,-0.28120074,0.0021286234,-0.41027588,0.6797577,-0.14088893,-0.45981428,-0.28359815,-0.076142594,0.08860924,0.30124235,0.323396,-0.29013452
-0.11574552,-0.68757176,-0.103776745,0.17981716,-0.40713054,-0.14761534,-0.33631524,0.5957553,0.15166631,-0.60402614,-0.7281504,-0.08034475,0.049629763,0.21534471,0.4167671,0.17956409
0.02577731,-0.6447598,-0.047638826,0.048763275,-0.6062838,-0.1240115,-0.15414922,0.56142557,0.17731372,-0.74370766,-0.5604096,0.08363268,-0.049811535,0.29946017,0.30833653,0.19360359
0.14367236,-0.39445457,-0.14544779,0.31472173,-0.51307654,-0.19873448,-0.19206078,0.4078354,0.21779189,-0.5327256,-0.65999883,0.061158776,-0.21832857,0.2338842,0.4101584,0.29944733
-0.26939768,-0.6278065,-0.0980408,0.1297602,-0.34567344,-0.09948525,-0.3691563,0.64417624,0.03267453,-0.49482062,-0.3857436,-0.16830134,0.25121838,0.32024625,0.51609904,-0.02609309
-0.68912697,-0.16520694,-0.2842626,-0.0653192,0.56726,0.051242635,-0.72197706,0.16537301,-0.05743315,-0.19016519,0.13999525,-0.6041679,-0.10427674,0.045416962,0.14944977,-0.26863664
-0.59944534,-0.681605,-0.16665569,0.03732898,-0.3170689,0.15126011,-0.49702018,0.52005315,-0.078181304,-0.33527628,-0.37769225,-0.19122916,-0.07482085,0.31810454,0.28831482,-0.3655444
-0.27423573,-0.8175095,-0.053348027,0.046161354,-0.5998035,-0.0014688522,-0.31802794,0.68654656,0.017219609,-0.5606332,-0.51143885,-0.23081686,0.08920002,0.37781313,0.3900944,0.020476898
-0.22796135,-0.6437903,-0.2702526,0.11118202,-0.38906252,0.05685307,-0.36124322,0.64757305,-0.058144234,-0.43525392,-0.46522823,0.005563207,-0.05618588,0.30743146,0.39153162,-0.07623977
-0.44400492,-0.684971,-0.29486528,0.08288483,-0.56536233,0.07677047,-0.39479366,0.72740436,-0.09362162,-0.50753903,-0.47061026,-0.13466361,0.061897017,0.36307746,0.33874723,-0.21033007
0.016246215,-0.59375715,-0.1747146,0.1192323,-0.5929459,-0.094828136,-0.17374629,0.56060773,0.15410724,-0.66853184,-0.6817171,0.064545706,-0.10147142,0.34631276,0.3328283,0.18890654
0.07127465,-0.7035842,-0.02337455,0.13032568,-0.6560872,-0.07152833,-0.12878522,0.5426182,0.12173549,-0.67991847,-0.67737055,-0.002390489,-0.22482887,0.3603441,0.22624093,0.30175892
-0.14482754,-0.8136649,-0.09586727,0.11636563,-0.6098412,-0.09287006,-0.3150363,0.55445236,0.33857676,-0.6756466,-0.74062234,-0.21014996,-0.044528566,0.3166189,0.22435053,0.30378714
-0.79145145,-0.57022226,-0.08393761,-0.08969454,-0.15073709,-0.09004387,-0.57860464,0.28757855,0.048809946,-0.39629626,0.022319317,-0.2678283,0.015295373,0.20140682,0.11292882,-0.34570256
-0.11982768,-0.7276597,0.0038454868,0.051935926,-0.55280715,-0.11948964,-0.22788656,0.6292855,0.10832266,-0.5935184,-0.6407352,-0.12524307,0.029172825,0.36845013,0.3420688,0.1993126
0.019584961,-0.69904625,-0.102426164,0.08842462,-0.59868526,-0.06381377,-0.1982577,0.5982335,0.18271783,-0.7346254,-0.67495555,0.0583622,-0.06235843,0.3371724,0.25441405,0.2040734
-0.3260758,-0.67766136,-0.1485818,0.10544345,-0.6304751,0.06311318,-0.29638967,0.74465287,-0.18030322,-0.5581292,-0.42645875,-0.0690719,0.035143994,0.32835546,0.37027445,-0.102832206
-0.42914203,-0.52843815,-0.18654591,0.15039358,-0.45511392,-0.07446102,-0.39190513,0.7466825,-0.15115076,-0.41236565,-0.41562143,-0.23192887,0.16557236,0.33350477,0.40664652,-0.103579484
-0.5116044,-0.64173704,0.07876373,0.0016508475,-0.08748941,0.027773425,-0.48037684,0.33900282,-0.14482176,-0.27475893,-0.10655806,-0.30874717,-0.08131648,0.30542833,0.29137212,-0.3371059
-0.233845,-0.69393116,-0.15553802,0.20450118,-0.5681697,0.06839311,-0.27499282,0.6399786,-0.05460324,-0.49067065,-0.54783285,-0.062011294,-0.1403108,0.293844,0.43948334,0.012185959
-0.74987257,-0.6805873,-0.15870154,0.017951518,-0.29439664,-0.030018933,-0.5809504,0.43436104,0.068628766,-0.3737993,-0.22354919,-0.20551662,0.09140771,0.29180273,0.22062887,-0.22271264
-0.27162945,-0.89576006,0.07631424,0.114581496,-0.5711471,0.11737633,-0.3183658,0.5058629,0.0024056677,-0.47992355,-0.44789276,-0.14390764,-0.25556695,0.31120607,0.26617903,-0.019300738
-0.7832395,-0.5531342,-0.20105168,-0.0236824,-0.12780364,-0.013202563,-0.67483234,0.3627991,-0.07942516,-0.23024859,-0.1856772,-0.31403148,0.002677096,0.2746532,0.18714441,-0.336447
-0.1284101,-0.5582832,0.07315394,0.17688176,-0.1000693,-0.094605386,-0.28712636,0.34635976,-0.09160106,-0.37907544,-0.27770755,-0.1521789,-0.01906955,0.21349354,0.4966793,0.057233956
-0.16774616,-0.6179801,0.047594123,0.04347387,-0.307548,-0.14241624,-0.23269433,0.522284,0.012572631,-0.54105186,-0.3166226,-0.1505794,0.23394968,0.37962338,0.42172745,-0.036299508
-0.32900202,-0.49064606,-0.17244929,-0.07660933,-0.08412313,-0.053984024,-0.36784595,0.48703054,-0.12987657,-0.3612403,-0.23433086,-0.113969095,-0.015284309,0.38384172,0.27596715,-0.2205402
-0.30070955,-0.48618424,-0.24098697,-0.034014583,-0.154979,-0.0668245,-0.42460465,0.65950847,-0.11849853,-0.4041253,-0.23371509,-0.047603708,0.14652047,0.22990064,0.34127277,-0.16107789
-0.06867904,-0.70864636,-0.1687778,0.10972983,-0.65118796,-0.062516145,-0.27995518,0.6931766,0.16282518,-0.7465684,-0.74826586,-0.046362106,0.046835475,0.35099405,0.23618497,0.16104057
-0.5722116,-0.78560746,-0.14786583,-0.020852886,-0.4372049,-0.01930479,-0.4182417,0.5354614,0.076700546,-0.48649818,-0.35750148,-0.11292671,0.14487137,0.4069469,0.2442875,-0.16238907
